gene_accession,SOY05u_t2_M_MB,SOY01u_t2_M_MB,SOY04e_t2_M_MB,SOY03e_t2_M_MB,SOY02u_t2_M_MB,SOY05e_t2_M_MB,SOY02e_t2_M_MB,SOY03u_t2_M_MB,SOY01e_t2_M_MB,SOY04u_t2_M_MB
MEG_3739/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,64,43,0,30,66,87
MEG_392/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,13,0,0,0,0,12
MEG_1279/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,32,5,0,0,0,0
MEG_4256/Drugs/betalactams/Class_A_betalactamases/OKP,0,0,0,0,4,0,0,0,0,0
MEG_7155/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,2,0,0,0,0,0,0,0,0
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,16,16,12,10,25,26,7,17,47,38
MEG_5828/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACE,0,7,0,0,0,0,0,2,0,0
MEG_2947/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,58,0,0,34
MEG_2963/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,12,0,0,0,22,42,0,0
MEG_6976/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TET34,0,6,0,0,0,0,0,0,0,0
MEG_763/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,16,3,0,0,0,12,18,0,0
MEG_6082/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ROBA,8,0,1,3,105,114,4,15,6,69
MEG_426/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,4,10,0,0,0,0
MEG_6053/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RECGM,32,64,0,37,280,88,0,74,0,188
MEG_3553/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,4,0,0,0,0,0
MEG_7017/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,22,39,19,31,0,49,9,38,0,0
MEG_3191/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,24,34,69
MEG_8684/Drugs/betalactams/Class_D_betalactamases/RSD2,0,0,0,0,0,0,0,0,0,14
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,0,0,8,8,0,0,12,0,0
MEG_4772/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,6,0
MEG_4663/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,16,12,36,0,0,0,0,0
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,16,18,18,2,13,33,6,6,114,31
MEG_8458/Drugs/betalactams/Penicillin_binding_protein/PBP3/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,40
MEG_7177/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,6,12,8,2,18,6,8,12,0,18
MEG_7536/Drugs/Glycopeptides/VanL_type_resistance_protein/VANTRL,0,0,0,0,0,0,0,0,16,0
MEG_4097/Drugs/Glycopeptides/Vancomycin_resistant_mutation/MURG/RequiresSNPConfirmation,0,0,0,0,0,0,22,0,0,0
MEG_7864/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/ZRAS,0,0,2,0,35,135,0,0,0,0
MEG_6002/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,2,0,0,0,0
MEG_7086/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,55,131,84,69,131,111,54,110,224,402
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,0,66,34,0,0,24,26,70,23,34
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,24,0,0,50,0,30,28,20,60
MEG_5378/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,112,0,0,164
MEG_8165/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,40,32
MEG_2934/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,14,0,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,38,91,66,45,177,76,62,97,46,141
MEG_4342/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,12,0,0,0,0,0
MEG_3836/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,0,0,0,0,0,0,16,22
MEG_7974/Drugs/betalactams/Class_C_betalactamase_regulator/AMPCR/RequiresSNPConfirmation,0,0,0,0,6,33,0,0,0,0
MEG_3177/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,30,0,11,53,0,28,42,54,44
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,0,0,0,64
MEG_4576/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,8,0,0,0
MEG_4343/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,18,34,0,0,0,0
MEG_3974/Drugs/betalactams/Class_C_betalactamases/MIR,0,0,0,0,0,0,2,0,0,0
MEG_6799/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,2,0,0
MEG_6913/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,2
MEG_6782/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,2,0,0
MEG_2641/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,8,0,0,0,0,20
MEG_7233/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,9,11,0,0,9,0,0,2,9,14
MEG_2083/Metals/Copper_resistance/Copper_resistance_regulator/COPZ,0,0,0,6,4,4,0,10,0,30
MEG_6689/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_1143/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSA,37,0,33,0,0,0,0,16,0,39
MEG_4662/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,22,18,0,20,0,28,26
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,128,0,0,0,38,0,0,278,293,522
MEG_6583/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,3,0,0,0,0,0,2,2,2
MEG_2578/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRF,0,0,0,0,0,0,0,0,0,6
MEG_6639/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULIII,44,0,0,0,0,52,0,0,82,90
MEG_720/Drugs/betalactams/Class_B_betalactamases/ALI,0,0,0,0,18,0,0,0,0,16
MEG_8647/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACF,0,0,0,0,0,0,0,0,0,112
MEG_3579/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,4,0,0,0,0,0
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,0,0,21,13,63,82,0,37,7,32
MEG_4583/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,12,0,0,0
MEG_2945/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,58
MEG_7482/Drugs/Glycopeptides/VanL_type_regulator/VANRI,0,0,0,32,0,38,48,0,0,108
MEG_6132/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,184,175,0,131,232,159,154,277,273,450
MEG_4175/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,0,0,2,5,2,2,0,2
MEG_7306/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,85,152,85,103,250,131,128,154,162,314
MEG_3070/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSD,0,0,0,10,0,0,0,0,0,12
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,53,201,127,91,331,121,92,162,101,287
MEG_194/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,28,0,0,18,6,28
MEG_8701/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,24,0,0,0,0,0
MEG_352/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,27,0,0,0,0,0,0,17,45
MEG_1009/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,28,0,0,0
MEG_48/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC3,0,0,0,0,42,0,0,0,0,0
MEG_3662/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,2,0,19,32,4,5,2,11
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,15,36,3,8,6,4,4,12,0,15
MEG_6146/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RRSC/RequiresSNPConfirmation,2038,2669,1721,1869,5084,3056,2315,4414,3990,7027
MEG_988/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,42,0,60,42,64,104,102,174
MEG_7470/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,0,0,0,0,0,56,48,20,48
MEG_7200/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,0,0,0,0,0,0,24
MEG_6122/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,28,0,18,0,208,85,39,82,231,108
MEG_8411/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,22,0
MEG_2944/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,4,46,46,0,20,0,18
MEG_7886/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,4,0,0
MEG_7081/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,37,0,0,8,0,0,8,0,0
MEG_1599/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,1,0,0,0,0,3,6,0
MEG_7007/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET54,0,0,0,0,0,0,0,50,0,0
MEG_4288/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,0,0,25,0,0,0,0,20
MEG_6821/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_3905/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXC,0,0,0,0,0,0,22,0,0,0
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,22,10,0,110,32,27,65,57,71
MEG_7608/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,0,22,0,0
MEG_5930/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,233,0,0,0,0
MEG_1001/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,34,0,0,286,263,518
MEG_2577/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,0,0,0,2,0,0,2,0,2
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,0,64,0,50,104,0,0,166,0,130
MEG_3212/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,64,52,0,0,0,0
MEG_250/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,6,0,0,0,8,0,0,0,0,0
MEG_3296/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/ILES/RequiresSNPConfirmation,146,193,144,178,433,325,235,406,316,522
MEG_3870/Metals/Mercury_resistance/Mercury_resistance_protein/MERF,0,0,0,0,0,4,0,0,0,0
MEG_1600/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,1,0,0,0,0,0,1,0,0
MEG_6582/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,16,27,17,14,34,27,7,28,41,95
MEG_3235/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,340
MEG_5817/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,17,0,10,2,209,123,9,33,42,58
MEG_3293/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ICR,0,0,0,0,0,0,26,0,0,0
MEG_2068/Metals/Copper_resistance/Copper_resistance_protein/COPP,0,0,0,0,0,0,0,0,0,2
MEG_7204/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETU,0,0,0,0,0,0,0,0,0,4
MEG_6619/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,5,8,10,10,10,4,10,8,40,60
MEG_6752/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,2
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,49,99,77,61,197,111,98,132,122,145
MEG_728/Drugs/betalactams/Class_C_betalactamases/AMPC,0,0,0,0,0,71,0,0,0,0
MEG_8649/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,0,0,0,6,0,32,12,16
MEG_2144/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,8,0
MEG_2556/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,12,0,0,12,0,14
MEG_7587/Drugs/Glycopeptides/VanE_type_resistance_protein/VANXYE,0,0,0,0,8,0,0,0,0,0
MEG_5331/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,88,0,64
MEG_3911/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXF,0,0,0,0,0,0,0,40,0,0
MEG_8459/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,44
MEG_2035/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/COPAM,0,0,0,0,0,0,0,0,0,178
MEG_7051/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,117,221,108,85,174,184,187,279,250,392
MEG_3736/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,54,67,0,6,0,18
MEG_8093/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSM,0,0,0,0,0,12,0,0,40,32
MEG_3862/Metals/Mercury_resistance/Mercury_resistance_regulator/MERD,0,0,0,0,0,8,0,0,0,0
MEG_8253/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,371,1019,426,438,1397,598,603,1292,930,1754
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,6,8,4,32,4,4,10,16,12
MEG_7002/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET49,0,0,0,0,0,0,0,0,0,28
MEG_2434/Drugs/betalactams/Class_A_betalactamases/CTX,361,678,398,420,686,729,592,926,774,1189
MEG_1152/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,0,0,50
MEG_6780/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3170/Drugs/betalactams/Class_B_betalactamases/GRD,0,0,0,0,0,0,0,0,0,46
MEG_3546/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,2,0,0,0,0,0
MEG_2875/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,9,8,9,0,132,149,10,15,78,95
MEG_3991/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,83,142,60,96,158,135,120,210,147,263
MEG_5352/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,50,0,66
MEG_3412/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,0,0,36
MEG_7867/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,0,0,3,0,38,48,9,2,0,14
MEG_2116/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,13,5,22,2,219,86,15,30,9,58
MEG_6558/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SRMB,0,0,0,0,344,133,0,0,0,318
MEG_2762/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,46,0,0,0,0,0
MEG_6720/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,2,0,4,0,0
MEG_4125/Metals/Multi_metal_resistance/Multi_metal_MFS_efflux_pumps/NCRC,0,0,0,0,0,3,0,4,0,0
MEG_7116/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,84,58,53,74,143,97,80,86,112,183
MEG_8678/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,134,162,98,140,412,203,168,311,538,468
MEG_5333/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,20,69,123,8,38,47,80
MEG_6607/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,8,0,0,0,0,0,4,0,2
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,2,0,0,0,0,0,0,0
MEG_1945/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,0,0,2
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,11,24,4,75,74,23,19,23,30,40
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,68,72,131,67,169,69,62,151,147,330
MEG_4750/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,0,14
MEG_1280/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,6,3,0,0,0,0
MEG_6854/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_3244/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,120,137,58,80,477,530,130,214,419,484
MEG_8717/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TETX,0,0,0,0,0,0,0,0,0,20
MEG_7227/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,10,3,0,15,5,0,8,9,19
MEG_5945/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,2,0,0,0,0
MEG_3324/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,14,0,0,0,0,0
MEG_7030/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,0,0,0,0,22
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,14,21,20,57,44,14,15,4,22,24
MEG_6523/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,17,0,0,38,0,0,0,0,0
MEG_1686/Drugs/betalactams/Class_A_betalactamases/CFX,0,0,0,0,12,0,0,0,0,0
MEG_6909/Drugs/betalactams/Class_A_betalactamases/TEM,4,0,6,0,4,10,17,19,6,12
MEG_2990/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,45,15,17,25,0,70
MEG_2770/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,16,10,0,0
MEG_3943/Drugs/Multi_drug_resistance/MDR_regulator/MGRA,0,0,0,0,0,0,12,22,0,40
MEG_3761/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,0,0,8,0,33,48,2,12,0,7
MEG_5355/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,37,38
MEG_1741/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEC,0,0,0,0,0,0,0,0,0,62
MEG_6160/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,0,0,2
MEG_8036/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/CPRS,0,0,0,0,0,0,0,0,0,58
MEG_3764/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTO,0,0,0,0,66,175,6,0,0,28
MEG_1158/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,6,0,4,0,0,0,0,0,6,0
MEG_408/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRE,0,0,4,0,29,112,12,0,0,38
MEG_3933/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MEXT/RequiresSNPConfirmation,0,0,0,0,32,0,0,0,0,0
MEG_6121/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,139,259,174,134,331,200,211,381,315,652
MEG_1068/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_PRIME,0,0,0,0,0,0,0,24,0,0
MEG_6632/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,25,64,41,18,45,50,14,43,63,234
MEG_6735/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,0,0
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,0,0,38,0,0,46,44,94,0,178
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,14,18,11,62,65,20,7,11,16,48
MEG_3219/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,86,69,0,47,152,56,84,107,187,154
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,92,205,80,90,155,163,180,310,202,350
MEG_1305/Drugs/betalactams/Class_A_betalactamases/BLASGM,0,0,0,0,38,0,0,0,0,0
MEG_1187/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXYZ/RequiresSNPConfirmation,0,0,0,0,70,0,0,0,0,36
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,18,0,0,0,56,0,72
MEG_6548/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_regulator/SOXR/RequiresSNPConfirmation,0,0,4,0,36,20,5,6,8,31
MEG_4103/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,0,0,13,1,0,0,0,0
MEG_7078/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,10,0,0,0,0
MEG_394/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,0,0,0,0,28
MEG_3184/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,137,185,148,126,296,216,199,378,382,439
MEG_2084/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORA,29,13,18,22,223,91,113,16,116,115
MEG_5286/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,10,0,0,0,0,0
MEG_7392/Drugs/Glycopeptides/VanG_type_resistance_protein/VANG,0,0,0,0,0,0,0,0,22,0
MEG_2941/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,14,0,0,44,0,0,24,0,0
MEG_6575/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SUGE,0,2,3,0,44,25,0,0,0,6
MEG_3798/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,46,0,0,0
MEG_468/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,1,0,0,0,0,0
MEG_4128/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRYN,0,0,0,0,0,5,0,0,0,26
MEG_5149/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,8,0
MEG_5883/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,121,0,0,0,0
MEG_2637/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,1,0
MEG_4045/Drugs/MLS/Macrolide_phosphotransferases/MPHG,0,0,0,0,0,0,0,0,0,18
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,44,30,24,10,84,49,16,34,331,124
MEG_5304/Drugs/betalactams/Class_A_betalactamases/OXY,0,0,0,0,6,0,0,0,0,0
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,18,52,42,22,120,45,38,44,42,85
MEG_3658/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/MACB,0,46,0,0,93,48,0,0,0,81
MEG_3747/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,30,0,37,32,835,456,59,89,765,340
MEG_1003/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,0,0,0,0,0,0,0,0,14
MEG_5347/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,58,108,63,63,108,84,68,187,86,221
MEG_1192/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,6,0,8,14,175,92,8,6,40,40
MEG_5380/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,80,0,0,138,96,93,84,0,148
