gene_accession,CAC10u_t2_M_AB,CAC09e_t2_M_AB,CAC10e_t2_M_AB,CAC08e_t2_M_MB,CAC08u_t2_M_MB,CAC07e_t2_M_MB,CAC06u_t2_M_AB,CAC09u_t2_M_AB,CAC07u_t2_M_MB,CAC06e_t2_M_AB
MEG_5422/Metals/Copper_resistance/Copper_resistance_protein/PCOD,0,0,0,14,0,0,0,0,0,0
MEG_1164/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,0,0,13,0,0,0,0,3,0
MEG_4162/Metals/Sodium_resistance/Sodium_resistance_protein/NHAA,0,10,0,12,0,14,0,0,24,0
MEG_8707/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_2456/Metals/Copper_resistance/Copper_resistance_protein/CUTC,0,0,0,0,0,0,0,0,7,8
MEG_6129/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,84,60,0,49,52,90,53,109
MEG_6550/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,0,2,0,4,0,2,0,0,2,4
MEG_7858/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,8,4,9,0,4,0,0,6,0
MEG_6791/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,0,0,2,0,0,0
MEG_456/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,3,0,0,0,0,0,2,0
MEG_6053/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RECGM,0,49,0,27,0,31,0,0,37,0
MEG_2770/Drugs/MLS/23S_rRNA_methyltransferases/ERM,12,0,0,0,0,10,0,0,0,0
MEG_7268/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLCSM,0,0,0,4,0,0,0,0,0,0
MEG_7079/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,5,0,0,0,0,0
MEG_2674/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,2,0,0,5,0
MEG_3984/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,121,204,277,293,293,270,353,219,219,383
MEG_6110/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,54,43,99,56,93,126,116,57,69,62
MEG_7823/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,20,8,0,20,12,51,13,12,0,12
MEG_6663/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,186,150,212,102,147,129,101,130,92,80
MEG_3177/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,15,10,22,17,29,40,31,0,13,37
MEG_6759/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7319/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,80,102,156,108,132,231,174,91,108,128
MEG_8153/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,77,0,0,0,0,0,79
MEG_1190/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,4,0,9,0,3,0,0,12,2
MEG_7883/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB/RequiresSNPConfirmation,0,6,20,44,0,13,12,0,33,45
MEG_3131/Drugs/betalactams/Class_A_betalactamases/GES,2,10,3,0,0,0,0,2,0,0
MEG_6736/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6910/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,4,0,0,0,0,0,0
MEG_1177/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,0,0,22,0,0,0,13,0
MEG_7132/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,64,46,112,63,75,109,67,95,75,10
MEG_1611/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,3,3,0,0,0,0,2,0,0
MEG_3888/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR2,8,0,0,0,0,0,0,0,0,0
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,301,187,198,181,204,302,222,160,179,184
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,177,161,182,105,189,148,119,149,111,99
MEG_3744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,0,0,17,0,0,7,0,0,17,0
MEG_3083/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADX,0,0,0,31,0,53,0,0,14,0
MEG_6593/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,0,0
MEG_7211/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,26,14,53,37,54,22,22,54,38,26
MEG_2959/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,6,2,4,0,2,0,0,8,0
MEG_3999/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTP,0,2,0,3,6,0,0,0,9,0
MEG_3991/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,36,77,65,73,77,139,39,87,66,124
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7134/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,37,43,71,54,67,76,16,21,49,16
MEG_6111/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,60,46,71,57,65,71,82,68,68,67
MEG_7265/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,2,4,0,0
MEG_1191/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,0,20,0,21,0,0,0,0,23,28
MEG_396/Metals/Iron_resistance/Iron_resistance_protein/ACN,249,303,686,482,539,289,710,408,483,640
MEG_5830/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,4,2,0,0,0,0,7,0,0
MEG_481/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,2,0
MEG_3182/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,74,92,136,120,174,113,143,96,108,120
MEG_2685/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,2,0
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,144,126,170,93,155,133,117,139,108,117
MEG_7004/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET51,0,0,0,0,0,0,24,0,0,0
MEG_956/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,1,0
MEG_5334/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,37,47,51,0,72,42,58,66,54
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,81,50,70,70,86,43,53,66,77
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,48,77,130,118,154,190,50,64,104,26
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,4,0,0,0,0,0,3,8
MEG_6142/Drugs/Mycobacterium_tuberculosis-specific_Drug/Pyrazinamide-resistant_mutant/RPSA/RequiresSNPConfirmation,137,190,275,272,277,177,325,177,197,262
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,44
MEG_7185/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,33,18,20,69,69,40,47,17,42,54
MEG_2445/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,0,0,7,6,0,0,0,0,0,0
MEG_944/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,1,25,2,6,0,0,0,8,0,0
MEG_4203/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,8,6,9,0,0,0,0,28,3
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,0,56,16,6,17,0,0,32,0,0
MEG_8460/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,4
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,0,14,0,18,0,26,0,0,18,9
MEG_2732/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,9,0,0,0,10,0,0,9,0
MEG_1275/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,0,0,0,4,0
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,7,0,0,0,0,0,0,0,0
MEG_6513/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITA,0,0,0,4,0,0,0,0,6,0
MEG_890/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,2,0,0,0,3,0
MEG_2729/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,0,5,5,11,11,8,0,0,23,8
MEG_415/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRS,0,4,0,10,0,24,0,0,13,2
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_1601/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,11,0,0,0,0,0,2,0,0
MEG_7062/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,23,20,18,25,18,69,32,12,17,63
MEG_6929/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,6,0,0,0,0,0,0
MEG_7302/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,131,122,207,129,148,252,141,150,174,220
MEG_4280/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,3,0,3,0,4,4,0,7,0
MEG_6673/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,69,42,114,64,103,124,84,50,75,55
MEG_6049/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RCNB,0,0,0,4,0,2,0,0,7,0
MEG_6601/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,2,0,0,0,0,0,2,0,0
MEG_1007/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,0,0,0,18,0,0,0,0
MEG_4177/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,0,5,0,3,0,0,18,0
MEG_7250/Drugs/Mycobacterium_tuberculosis-specific_Drug/Para-aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,33,47,56,68,80,38,80,58,65,79
MEG_4214/Drugs/Aminocoumarins/Aminocoumarin_efflux_pump/NOVA,0,0,0,0,36,0,0,0,0,0
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARY,161,174,344,278,273,164,362,255,221,309
MEG_7480/Drugs/Glycopeptides/VanE-type_regulator/VANRE,0,36,42,0,0,0,24,44,16,22
MEG_1614/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,11,0,2,0,0,0,0,0,0
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,12,0,8,0,7,0,0,28,0
MEG_3627/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXC/RequiresSNPConfirmation,0,0,18,0,0,0,14,0,16,0
MEG_802/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,1,0,0,0,2,0
MEG_2443/Metals/Copper_resistance/Copper_resistance_regulator/CUER,0,6,3,3,16,9,0,0,18,2
MEG_8634/Drugs/Lipopeptides/Colistin-resistant_mutant/PMRAR/RequiresSNPConfirmation,0,8,0,6,0,4,0,0,12,0
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,8,0,0,2,5,0,2,5
MEG_7484/Drugs/Glycopeptides/VanN-type_regulator/VANRN,0,0,0,0,0,14,18,0,0,0
MEG_3447/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,0,0,5,17,0,2,0,0,8,8
MEG_399/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,0,12,0,35,0,13,0,0,22,0
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,29,20,14,31,14,55,36,30,32,31
MEG_1638/Drugs/betalactams/Class_A_betalactamases/CBP,0,58,0,0,0,0,0,0,0,32
MEG_1148/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,10,5,0,13,0,0,4,18
MEG_6619/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,4,2,14,0,32,17,4,25,8,2
MEG_2893/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,0,0,0,9,0,0,0,0,0,0
MEG_5416/Metals/Copper_resistance/Copper_resistance_protein/PCOA,0,0,0,20,0,8,0,0,0,0
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,17,28,43,8,22,24,0,42,77
MEG_7832/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YGJH,0,2,0,5,0,8,0,0,18,0
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,6,0,0,0,11,0,0,0,14
MEG_6713/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,2,2,0,0,0,0,0,0
MEG_3736/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,4,3,0,0,0,0,6,0
MEG_6510/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/SILS,0,0,0,15,0,0,0,0,14,0
MEG_3239/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,103
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,0,0,0,0,0,0,0,0,10,0
MEG_5849/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACJ,0,0,0,0,0,0,6,0,0,4
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,56,58,74,50,107,100,24,38,69,23
MEG_6625/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,10,17,26,16,89,40,25,28,20,8
MEG_2085/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,0,2,0,4,0,10,0,0,7,14
MEG_3980/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,213,267,458,379,451,409,590,361,282,401
MEG_3142/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,4,4,2,0,6,0,0,5,4
MEG_3976/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,7083,5644,6264,4296,6654,6947,6112,8279,7177,6662
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,4,1,0,0,0,0,2,12
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,3,0,0,0,1006
MEG_1099/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH9,0,54,0,0,44,0,0,0,0,0
MEG_6698/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7201/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,6,0,0,0,0,0,0
MEG_6157/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,3,0,0,0,0,0
MEG_8689/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALC,0,0,0,0,0,0,100,0,0,0
MEG_7305/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,80,116,198,154,197,106,224,119,161,176
MEG_7148/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,30,44,36,62,63,23,24,41,7
MEG_1085/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,17,3,13,1,20,15,15,22,6,0
MEG_457/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,3,0
MEG_6173/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEB,0,0,0,21,0,0,0,0,29,0
MEG_400/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,0,0,43,16,0,0,23,0,0,50
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,22,0,0,0
MEG_6679/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_2897/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECE,0,0,0,0,0,0,0,0,10,0
MEG_1192/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,0,4,0,8,0,13,2,0,15,8
MEG_5950/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,4,0,0,0,0,0,0,0,0
MEG_8705/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6859/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_5328/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,107,0,0,0,63,0,0,82,118
MEG_942/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_1599/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,7,0,0,0,0,0,3,0,0
MEG_6506/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILP,0,10,7,12,0,9,0,0,11,0
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,6,4,4,4,15,0,0,15,2
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,6,8,0,0,3,0,4,7
MEG_497/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,1,0,1,0,0,5,0
MEG_1598/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,2,6,0,0,0,0,0,3,0,0
MEG_1166/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSDM,0,0,0,7,0,8,0,0,3,0
MEG_2894/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,0,0,0,6,0,0,0,0,0,0
MEG_6898/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3983/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,3598,2440,2383,1715,2162,2341,2590,2154,2246,2739
MEG_7191/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,0,0,0,0,0,0,2,0,0,0
MEG_6138/Drugs/Glycopeptides/Vancomycin-resistant_mutation/RPOC/RequiresSNPConfirmation,280,230,353,205,353,427,306,183,226,250
MEG_7842/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/YOGI,0,16,0,44,0,12,0,0,54,20
MEG_5774/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PFR,0,0,0,0,10,0,0,0,0,0
MEG_2869/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EVGS,0,0,0,0,0,0,0,0,14,0
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2994/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,2,0,0,0,0,0,2,0
MEG_7824/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEB,83,99,72,48,73,59,58,107,55,52
MEG_3608/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,6,0,0,0,0,0,0,0,0,0
MEG_3879/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,0,4,0,0,0
MEG_2765/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,10,0,0,0
MEG_5425/Metals/Copper_resistance/Copper_resistance_regulator/PCOS,0,0,0,25,2,14,0,0,0,0
MEG_972/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_6918/Drugs/betalactams/Class_A_betalactamases/TEM,0,6,0,4,2,2,0,0,0,0
MEG_486/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,0,3
MEG_2725/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,0,3,10,13,16,16,0,0,22,9
MEG_7590/Drugs/Glycopeptides/VanL-type_resistance_protein/VANXYL,0,0,0,0,0,0,0,6,8,0
MEG_6124/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,54,49,70,39,59,95,61,47,41,65
MEG_7481/Drugs/Glycopeptides/VanG-type_regulator/VANRG,34,32,0,12,46,46,50,22,0,0
MEG_1180/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,7,0,11,0,8,0,0,18,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,0,0,0,0,34,0,0,0,24,0
MEG_2136/Metals/Copper_resistance/Copper_resistance_regulator/CSOR,0,0,0,0,0,6,0,0,0,0
MEG_2948/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,2,0
MEG_6816/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,4,0,0,0,0,0,0
MEG_7003/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET50,0,0,60,0,0,0,44,0,28,28
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,43,36,21,0,21,0,16,0,30
MEG_1231/Metals/Copper_resistance/Copper_resistance_regulator/BHSA,0,9,0,6,6,4,0,0,10,0
MEG_1209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,5,2,6,0,0,0,0,12,3
MEG_405/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,23,16,11,0,18,0,0,25,29
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,2,0,0,0,0,0
MEG_6117/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,53,26,61,37,48,80,62,36,34,57
MEG_6109/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,170,245,243,141,314,363,280,197,289,278
MEG_3201/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,30,36,60,26,31,25,0,111,69
MEG_3746/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,0,14,0,8,26,36,53,0,79,48
MEG_5362/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,16,0,0,0,0,0
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,4,4,6,0,0,0,2,0
MEG_7868/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,0,0,0,6,0,0,0,0,10,0
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,0,8,12,0,4,0,14,0,14,0
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,0,4,0,18,0,4,0,0,18,0
MEG_4033/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,16,0,0,0,14,0,0,0,0
MEG_6120/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,188,185,0,136,131
MEG_6795/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7219/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,2,0,3,0,0,0,4,6,0
MEG_8722/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/TVAB,0,0,26,0,0,0,0,0,0,36
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,4,0,0,0,0,0,0,0,0,4
MEG_843/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,1,0
MEG_5363/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,14,0,12,0,10,0,0,14,16
MEG_6892/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,2,0,0,0,0,2,0
MEG_4103/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,0,0,0,0,0,0,2,0
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,0,0,22,0,0,0,0
MEG_3989/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,0,63,0,0,0,0,96,144,94,0
MEG_6719/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,4,0,0,0,0,0,0
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,7,26,10,15,10,10,13,13,10
