gene_accession,APP01u_t2_M_QC,APP05e_t2_M_BC,APP02u_t2_M_QC,APP03u_t2_M_QC,APP03e_t2_M_QC,APP02e_t2_M_QC,APP05u_t2_M_BC,APP04u_t2_M_BC,APP04e_t2_M_BC,APP01e_t2_M_QC
MEG_7511/Drugs/Glycopeptides/VanE_type_regulator/VANSE,0,0,0,0,0,0,32,0,0,0
MEG_1412/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,0,0,22,0,0
MEG_279/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,36,0,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,6,0,26,0,0,0,0,0,0,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,15,0,4,0,4,4,2,2,2,0
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,37,93,74,120,83,67,58,41,162,96
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,21,0,28,46,44,14,0,12,16,20
MEG_2798/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,0,26,16,0,0
MEG_395/Drugs/betalactams/Class_A_betalactamases/ACI,0,0,10,0,0,0,0,0,0,0
MEG_8287/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_6058/Drugs/MLS/23S_rRNA_methyltransferases/RLMH,0,0,0,0,0,0,0,12,0,0
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,3,0,0,0,0,0,0,0,0,0
MEG_1119/Drugs/Multi_drug_resistance/MDR_regulator/ARLS,0,0,0,0,0,0,46,40,0,0
MEG_3903/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,12,0,0,0,0,0,0
MEG_7260/Drugs/betalactams/Class_B_betalactamases/TMB,0,0,8,0,0,0,0,0,0,0
MEG_6102/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,49,113,125,123,126,94,100,93,165,85
MEG_3885/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR1,0,0,0,0,0,0,6,0,0,0
MEG_7634/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATI,12,0,12,0,0,0,12,0,0,0
MEG_1072/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_PRIME,0,0,0,0,0,0,0,40,0,0
MEG_5330/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,153,98,0,85,0,58,88,225,82
MEG_3445/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/KASA/RequiresSNPConfirmation,0,0,0,0,0,0,6,0,0,0
MEG_6869/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3648/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LSAE,0,0,0,16,0,0,0,0,0,0
MEG_7025/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,44,78,18,0,25,15,0,0,0,14
MEG_3447/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,0,0,6,18,0,0,0,0,0,0
MEG_4163/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,0,0,0,0,0,6,0,0,0,0
MEG_6117/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,57,133,77,76,97,68,78,43,222,64
MEG_4168/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,0,0,0,10,0,0,0,0,0,0
MEG_3603/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,28,0,0,0,10,0,0,0
MEG_7305/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,272,362,308,318,377,207,179,106,302,249
MEG_7616/Drugs/Glycopeptides/VanA_type_accessory_protein/VANZA,0,0,8,10,0,10,10,6,0,0
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,32,38,0,0,0,58,50,152,0
MEG_400/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,0,0,0,68,0,0,0,0,0,0
MEG_7224/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,95,75,70,103,152,71,62,31,104,92
MEG_7117/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,38,60,43,28,59,36,8,23,90,53
MEG_4027/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,0,0,0,0,0,14,0,0
MEG_1151/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,0,2,0,0,0,0,0,0,0
MEG_7251/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,18,0,0
MEG_6129/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,56,116,80,94,0,0,0,0,0,0
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,26,9,38,21,0,0,0,0,32,0
MEG_5383/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,25,57,0,47,0,0,0,14,27,0
MEG_2952/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,50,0,45,0,0,0,0,18,0
MEG_1012/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,0,16,0,0,0
MEG_402/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,0,39,0,0,0,0,0,0
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,26,22,16,14,26,22,12,8,20,8
MEG_3230/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,29,0,0,0,0,0,0,0,0
MEG_3604/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,10,0,0,0
MEG_3894/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,8,0,0,0,0,0,0
MEG_7607/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,0,0,0,0,0,59,0
MEG_7688/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGAB,0,0,70,0,0,0,96,62,0,0
MEG_5175/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,12,0,0,0
MEG_1748/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,16,0,0,0,26,14,0,0
MEG_2045/Metals/Copper_resistance/Copper_resistance_protein/COPC,0,0,0,0,0,0,140,0,0,0
MEG_6549/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/SOXRB,0,0,0,0,0,0,3,0,0,0
MEG_5809/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/POXT,0,0,0,0,0,0,0,44,0,0
MEG_7682/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/VGA,0,0,0,0,0,62,38,36,0,0
MEG_4284/Drugs/betalactams/Mutant_porin_proteins/OMP38,0,0,0,0,0,0,0,4,0,0
MEG_7836/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YJAA,0,0,0,0,0,3,0,0,0,0
MEG_1060/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_PRIME,0,0,8,0,0,0,12,0,0,0
MEG_2579/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRG,0,0,0,0,0,0,20,24,0,0
MEG_7912/Drugs/betalactams/Class_C_betalactamases/ADC,0,0,0,0,0,0,0,30,0,0
MEG_4282/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,6,0,0,0,0,0,0,0
MEG_3245/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,253,510,277,403,480,271,316,182,712,341
MEG_3515/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNF,0,0,6,0,0,0,0,0,0,0
MEG_7003/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET50,0,0,0,0,0,48,68,36,0,46
MEG_2126/Metals/Copper_resistance/Copper_resistance_regulator/CRDR,0,0,10,0,0,0,0,0,0,0
MEG_6630/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,19,8,12,35,11,8,9,20,40,10
MEG_8076/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,16,0,0,0,10,0,0,0
MEG_2080/Metals/Copper_resistance/Copper_resistance_regulator/COPY,0,0,0,0,0,14,16,10,0,0
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,54,0,94,38,0,44,142,96,0,0
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,17,16,13,34,27,14,20,10,18,14
MEG_3019/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSE,0,0,0,10,11,0,0,0,0,0
MEG_2061/Metals/Copper_resistance/Copper_resistance_protein/COPK,0,0,18,0,16,0,0,0,0,0
MEG_7472/Drugs/Glycopeptides/VanC_type_regulator/VANRC,26,44,0,48,32,0,0,0,0,0
MEG_8241/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDE,0,0,38,0,0,0,0,0,0,0
MEG_4065/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,50,0,0,0,0,0,0,0
MEG_2912/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,2,0,2,0,0,0,0,0,0,0
MEG_8660/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/RANA,0,0,0,0,0,0,0,16,0,0
MEG_5394/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,67,99,120,83,107,60,76,0,216,0
MEG_3140/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,0,8,0,0,0,0,0,0
MEG_8647/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACF,0,0,0,0,0,0,44,50,0,0
MEG_7512/Drugs/Glycopeptides/VanG_type_regulator/VANSG,0,0,0,0,0,0,20,0,0,0
MEG_7208/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,18,16,14,6,30,7,12,4,22,6
MEG_3313/Drugs/betalactams/Class_A_betalactamases/IMI,0,0,0,0,0,0,0,14,0,0
MEG_3273/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/HP,0,0,0,0,0,0,26,0,0,0
MEG_5767/Drugs/betalactams/Class_A_betalactamases/PER,0,92,76,86,0,0,24,56,0,0
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,0,0,0,18,0,0,0,0,0,0
MEG_3586/Drugs/Lipopeptides/Daptomycin_resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,44,0,0,0,12,14,28,0,0
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,18,58,34,20,0,26,24,0,0,0
MEG_1681/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CFRA,0,0,12,0,0,0,26,0,0,0
MEG_8687/Drugs/Mycobacterium_tuberculosis_specific_Drug/MDR_mutant_promoter/RV0678/RequiresSNPConfirmation,0,0,12,0,0,0,0,0,0,0
MEG_6835/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_2780/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,14,8,0,0,0,0,0,12
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,127,265,138,168,219,75,118,49,214,59
MEG_6092/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,45,0,31,0,0,11,14,0,26,0
MEG_6047/Drugs/Rifampin/RNA_polymerase_binding_protein/RBPA,0,3,0,0,0,0,0,0,6,0
MEG_679/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEC,0,0,0,0,0,0,40,22,0,0
MEG_6115/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,156,0,161,0,102,0,148,247,132
MEG_1744/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEE,0,50,36,0,54,42,52,30,0,0
MEG_5/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1302,1886,1338,1850,1866,1042,1122,947,3351,1364
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,89,47,50,79,73,62,65,19,63,53
MEG_384/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,3,0,0,0,0,0,0,0
MEG_7595/Drugs/Glycopeptides/VanA_type_accessory_protein/VANYA,0,0,18,0,0,0,0,0,0,0
MEG_4781/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,22,0,0
MEG_5424/Metals/Copper_resistance/Copper_resistance_regulator/PCOR,0,0,0,0,0,0,0,0,0,10
MEG_6980/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TET37,0,0,0,0,0,0,10,0,0,0
MEG_5829/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,0,0,0,2,0,0,0,0
MEG_8456/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,36,0,0,0,46,0,0,0
MEG_1470/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/BMR,0,0,0,0,0,0,18,0,0,0
MEG_7185/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,77,235,29,28,48,48,7,8,32,19
MEG_3514/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNE,0,0,0,1,0,0,0,0,0,0
MEG_3980/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,608,923,826,890,902,549,633,475,1033,745
MEG_1179/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/ASMA,0,0,0,10,0,0,0,0,0,0
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,2,0,2,0,0,0,0,0,0,4
MEG_7211/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,109,88,92,139,153,77,69,40,87,96
MEG_6831/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6515/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITC,0,1,0,0,0,0,0,0,0,0
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,17,94,14,63,13,9,36,10,33,29
MEG_5370/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,114,0,0,0,0,0,0,0
MEG_6833/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7058/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,32,52,12,26,17,22,12,2,22,19
MEG_11/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1163,1828,1355,1795,1928,1058,1060,991,2971,1359
MEG_7851/Metals/Zinc_resistance/Zinc_resistance_protein/ZITB,0,0,0,0,0,4,0,0,0,0
MEG_3795/Drugs/betalactams/Penicillin_binding_protein/MECB,0,0,0,0,0,0,58,0,0,0
MEG_7220/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,17,13,7,17,8,8,12,0,9,0
MEG_4060/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MREA,0,18,22,0,0,0,0,0,70,0
MEG_2789/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,0,0,0,0,2,0,0,5,0
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,0,26,0,0,0,14,8,0,0
MEG_6169/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,0,0,8,0,0
MEG_2116/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,16,0,0,0,0,0,0
MEG_1246/Drugs/betalactams/Class_A_betalactamases/BLAA,10,0,0,0,0,0,0,0,0,0
MEG_1574/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,40,0,0,0,42,16,13,0
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,12,61,18,19,17,12,6,11,30,12
MEG_2875/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,4,0,0,0,0,0,0,0,0,0
MEG_5378/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,0,0,70,0,0,0
MEG_3598/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/LMRP,0,0,0,0,0,0,38,0,0,0
MEG_6107/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,112,146,171,173,149,109,114,60,304,151
MEG_1296/Drugs/betalactams/Class_B_betalactamases/BLAPLA,0,0,0,2,0,0,0,0,0,0
MEG_2721/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRA,0,13,0,27,0,0,0,0,0,0
MEG_7274/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIBP,0,0,0,0,0,6,0,0,0,0
MEG_6096/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,32,0,0,0,0,0,0,0,0,0
MEG_3185/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,78,0,0,0,74,48,0,0
MEG_3662/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,8,0,0,0,0,0,0,0
MEG_2125/Metals/Copper_resistance/Copper_resistance_protein/CRDB,0,0,68,0,0,0,0,0,0,0
MEG_7055/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETBP,0,0,56,0,0,46,48,64,0,0
MEG_5405/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,22,18,0,0,0,0,0,32,0
MEG_283/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,10,0,0,0,8,0,0,0
MEG_3218/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,64,0,0,0
MEG_1150/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,26,0,0
MEG_386/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,12,0,0,0,0,0,0,0
MEG_5775/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/PFR,0,0,0,0,20,0,0,0,0,0
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,8,0,0,0,0,0,4,0
MEG_1054/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,2,39,9,23,12,12,11,7,27,10
MEG_6111/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,95,143,92,139,151,53,125,55,357,101
MEG_2879/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABV,0,0,14,0,0,2,10,8,0,0
MEG_4377/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/OSCA,0,0,12,0,0,10,4,8,2,0
MEG_3601/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,4,0,0,0,0
MEG_388/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,4,0,0,0,0,0,0,0
MEG_7156/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,4,0,0,0,6,0,14,0
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,0,0,30,0,0,0,44,30,0,0
MEG_6520/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/SMDB,17,0,0,30,0,0,0,0,0,0
MEG_1556/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,14,0,0,0,0,0,0,12
MEG_5774/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/PFR,0,0,0,0,0,0,30,0,0,0
MEG_7811/Metals/Iron_resistance/Iron_resistance_protein/YBTP,0,0,12,0,0,0,0,0,0,0
MEG_8460/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,0,20,10,0,0,0,16,6,0,0
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,6,6,0,2,0,4,0
MEG_7212/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,73,68,55,104,118,61,42,35,104,62
MEG_8254/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,676,1442,917,1114,1499,571,916,476,1275,541
MEG_7152/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,6,0,4,0,0,0,0,3,8,6
MEG_2688/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,2,0,0,0,0,0,0
MEG_1005/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT9,0,0,0,0,0,0,22,0,0,0
MEG_6625/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,38,6,18,42,37,16,8,42,30,10
MEG_3294/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/IDER,0,2,0,0,2,0,0,0,0,0
MEG_3295/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/ILES,925,1229,1118,1444,1450,728,682,489,1457,1115
MEG_7160/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,6,0,3,0,2,0,0,2,6,0
MEG_8000/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,8,0,0,0,0,0,0,0
MEG_7533/Drugs/Glycopeptides/VanL_type_resistance_protein/VANTML,0,46,66,0,0,0,52,60,0,0
MEG_8457/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,0,0,0,0,0,24,0,0
MEG_4287/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,10,0,0,0,0,0,4,0
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,14,0,0,0,0,26,0,0
MEG_3988/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,805,1344,866,1466,1247,899,716,553,2638,1022
MEG_4066/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,50,0,0,0,70,0,0,0
MEG_8436/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,64,0,0,0,0,0,0,0
MEG_7015/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,26,4,0,4,2,0,0,0,0
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,90,112,112,124,131,77,101,49,192,114
MEG_8152/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,101,0,168,0,0,0,0,98,0,0
MEG_3079/Biocides/Acid_resistance/Acid_resistance_protein/GADC,0,0,24,0,0,0,0,0,0,0
MEG_387/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,2,0,0,0,0,0,0,0
MEG_6524/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,6,0,0,0,0,0,0
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,4,8,0,0,0,0,0,2,0
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,2,0,0,0,0,0,0,0,0,0
MEG_6899/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,158,180,163,238,165,97,87,60,186,153
MEG_7474/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,0,24,0,0,0,26,0,82,0
MEG_1095/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,8,53,17,14,12,5,7,9,30,12
MEG_6717/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,36,20,40,20,17,17,16,52,23
MEG_8648/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,0,6,0,0,0,0,0,0,0
MEG_7050/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,0,0,0,2,0,0,0,0,0,0
MEG_3178/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,15,0,0,0,0,0,0,0
MEG_8290/Drugs/betalactams/Mutant_porin_proteins/OMPK36/RequiresSNPConfirmation,0,38,233,0,0,0,0,0,0,0
MEG_6972/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET33,0,0,0,0,0,2,0,0,0,0
MEG_1474/Drugs/betalactams/Class_A_betalactamases/BRO,0,0,0,0,0,0,16,0,0,0
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,81,138,113,127,96,56,51,44,127,75
MEG_2115/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,37,32,0,4,0,0,12,0
MEG_7150/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,8,0,6,0,6,2,6,0
MEG_3828/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFC,0,0,0,0,0,0,40,0,0,0
