gene_accession,HBB04e_t2_M_BC,HBB05e_t2_M_BC,HBB03e_t2_M_BC,HBB04u_t2_M_BC,HBB03u_t2_M_BC,HBB02u_t2_M_BC,HBB02e_t2_M_BC,HBB01u_t2_M_BC,HBB01e_t2_M_BC,HBB05u_t2_M_BC
MEG_6723/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,8
MEG_5391/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,50,64,35,96,37,44,0,0,0,43
MEG_6714/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,8
MEG_6746/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3144/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,17,19,16,18,8,15,22,72,147,15
MEG_2802/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,10,4,11,2,0,0,0,4,8
MEG_6697/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_8686/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/RSMA,32,10,4,32,6,42,6,22,6,28
MEG_2087/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,9,8,8,8,6,12,10,4,85,0
MEG_3765/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTP,30,18,0,0,0,0,0,0,0,0
MEG_2660/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,8,0,0,0,0,0,0,0,0
MEG_7185/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,22,191,24,59,27,69,35,43,24,207
MEG_6760/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,3
MEG_7450/Drugs/Glycopeptides/VanA-type_regulator/VANRA,0,0,0,11,0,0,0,0,0,0
MEG_7007/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET54,0,0,0,0,0,0,0,0,0,26
MEG_8272/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMK,0,0,0,0,0,18,0,0,0,0
MEG_6634/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,16,10,23,77,33,12,30,18,2,14
MEG_4275/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEB,0,0,60,0,0,92,0,114,92,0
MEG_6636/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,21,13,24,74,46,25,30,32,0,8
MEG_1731/Drugs/Lipopeptides/Daptomycin-resistant_mutant/CLS/RequiresSNPConfirmation,0,16,0,0,0,0,0,0,0,0
MEG_678/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEB,0,0,0,0,0,96,0,0,0,0
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,18,0,0,0,0,0,0,0,12,0
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,56,0,0
MEG_4010/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,25,32,0,17,0,0,0,19,0,0
MEG_6116/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,57,68,0,124,0,120,0,0,0,119
MEG_7146/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,81,82,29,107,23,36,52,14,38,96
MEG_6531/Biocides/Multi-biocide_resistance/Multi-biocide_MFS_efflux_pump/SMFY,12,0,0,0,0,0,10,0,0,4
MEG_6733/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_2542/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,34,0,0,0,0
MEG_6837/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,66,51,19,74,35,29,28,30,28,50
MEG_6873/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_2692/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBC,7,0,0,0,0,0,0,0,0,0
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,316,105,106,530,299,162,219,500,137,181
MEG_6089/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,164,82,160,0,0,0,0,0,67
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_6820/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_4196/Metals/Nickel_resistance/Nickel_resistance_protein/NIRB,28,0,0,18,14,12,0,0,0,0
MEG_8249/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,21240,14175,14888,16499,20020,20847,14342,19500,23277,25290
MEG_2086/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORA,12,2,7,4,2,14,4,8,78,0
MEG_796/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,2,0,0,0,0,0,0,0
MEG_3891/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,0,0,2
MEG_8/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,3714,3210,3006,6029,4295,4298,3030,5981,2891,5251
MEG_6788/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_8242/Drugs/Multi-drug_resistance/MDR_mutation/MDR/RequiresSNPConfirmation,0,0,131,0,240,216,115,224,256,358
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_2828/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,20,0,0,0,0,0,0,16,0,0
MEG_3586/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,0,15,0,28,30,36,26,0,26
MEG_6167/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,1,0,4,0,0,0,0,0,0,0
MEG_1284/Drugs/betalactams/Class_C_betalactamases/BLAEC,8,0,0,0,0,0,0,0,0,0
MEG_3873/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,2,0,0,0,0,0,0,0
MEG_3762/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTM,16,0,0,0,0,0,0,0,0,0
MEG_8070/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRB/RequiresSNPConfirmation,0,0,0,10,0,0,0,0,0,0
MEG_2614/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/DHAP,0,0,0,0,0,54,0,0,0,46
MEG_6845/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_4123/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRBN,0,0,0,0,0,8,6,0,0,0
MEG_977/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT4-PRIME,0,20,0,0,0,0,0,0,0,0
MEG_6687/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_1085/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,23,34,3,6,9,5,3,7,7,62
MEG_5392/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,144,211,83,217,169,158,122,106,131,190
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,10,0,0,6,0
MEG_5393/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,10,0,0,10,0,0,25,0
MEG_2907/Drugs/betalactams/Class_B_betalactamases/FEZ,0,0,32,0,0,0,0,0,0,0
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,16,26,21,4,26,12,20,18,19,54
MEG_3836/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,0,0,0,0,0,18,0,0
MEG_1485/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/CADC,90,44,36,58,66,52,0,62,42,112
MEG_6735/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7233/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,8,0,0,4,0,0,0
MEG_3080/Biocides/Acid_resistance/Acid_resistance_regulator/GADE,8,0,0,0,0,0,0,0,0,0
MEG_8448/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,28,0
MEG_3222/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,26,0,0,0,0,0,0
MEG_7173/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,44,14,2,26,16,12,10,12,12,18
MEG_7862/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,26,0,0,0,0,0,0,0,0,0
MEG_2090/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,28,28,22,0,32,28,26,24,105,0
MEG_2946/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,312,239,207,305,386,372,331,242,331,471
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,12,4,0,18,0,0,0,0,0,0
MEG_2976/Drugs/betalactams/Class_A_betalactamases/FONA,0,0,0,0,12,0,0,0,0,0
MEG_6722/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,16
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,37,0,71,28,0,0,0,0,36
MEG_3795/Drugs/betalactams/Penicillin_binding_protein/MECB,0,0,0,0,0,0,0,0,0,60
MEG_733/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/AMVA,0,0,0,0,0,0,0,82,0,0
MEG_4163/Metals/Sodium_resistance/Sodium_resistance_protein/NHAB,0,2,0,2,0,0,0,0,0,0
MEG_8648/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,0,0,0,0,0,0,6,0,0
MEG_3988/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1302,2009,1016,1917,1188,1259,734,788,1048,1818
MEG_1166/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSDM,15,6,0,0,19,0,0,12,14,34
MEG_8704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_3764/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTO,17,10,0,26,0,0,0,0,0,0
MEG_6896/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4290/Drugs/betalactams/Mutant_porin_proteins/OMPR,12,0,0,6,0,0,0,0,0,0
MEG_6848/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6686/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,205,210,144,176,225,194,145,202,199,266
MEG_7040/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,241,184,184,210,252,217,136,233,246,297
MEG_2942/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,20,0,0,0,0,22,0,0
MEG_3082/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/GADW,14,0,0,0,0,0,0,0,0,0
MEG_2577/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,0,10,14,0,0,0,0,0,0
MEG_17/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC2-PRIME,0,0,0,0,0,66,0,0,0,0
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,2,0,3
MEG_6117/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,132,115,99,143,122,124,102,97,109,143
MEG_7070/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,1055,648,575,741,926,888,628,709,913,1226
MEG_7267/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,24,4,0,8,0,0,0,0,0,0
MEG_7245/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETY,110,47,14,26,0,50,0,18,82,192
MEG_6884/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_291/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,6,0,0,0,0,0,0,0
MEG_6675/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,4
MEG_192/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,0,8
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,10,0,31,0,20,0,6,0,50,44
MEG_5343/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,375,148,882,629,592,0,0,0,469
MEG_6776/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_2650/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DMEF,0,0,0,0,0,0,0,64,0,0
MEG_8714/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET63,0,0,0,0,0,78,0,0,0,0
MEG_6048/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RCNA,12,0,0,4,0,0,0,0,0,0
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,27,50,0,50,0,0,0,0,0,0
MEG_66/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,0,0,0,0,0,0,0,0,114
MEG_7263/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,16,11,0,10,0,0,0,0,0,0
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,6,0,0,6,0,0,0,0,0,0
MEG_6774/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_5374/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,46,46,50,43,49,46,21,34,279,51
MEG_1484/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CADA,0,0,0,0,0,0,0,68,0,0
MEG_3447/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,12,7,0,0,10,0,0,0,37,0
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,145,0,102,0,96,178,0,193,183,138
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,118,272,147,210,175,374,135,176,713,0
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,76,41,13,63,16,29,20,17,16,89
MEG_5849/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACJ,0,0,0,0,0,4,0,0,6,12
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,1,3,0,0,0,0,0,0,20,0
MEG_6951/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,2,0
MEG_7482/Drugs/Glycopeptides/VanL-type_regulator/VANRI,0,44,0,0,0,0,0,0,0,0
MEG_252/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,14,0
MEG_4276/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/OLEC,0,0,80,0,60,162,0,102,90,0
MEG_4011/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,0,0,0,0,0,0,88,0,122
MEG_8248/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXD1,0,0,0,0,0,150,0,0,0,0
MEG_4002/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODA,3,8,0,8,0,0,0,0,32,0
MEG_2651/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DMEF,0,0,0,0,0,10,0,0,0,0
MEG_5784/Drugs/Lipopeptides/Colistin-resistant_mutant/PHOP/RequiresSNPConfirmation,32,9,0,0,0,44,10,0,16,0
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,157,195,93,232,172,172,125,119,141,189
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,44,43,32,4,44,46,35,22,27,139
MEG_5321/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/OXYRKP,12,4,8,3,8,0,17,2,49,0
MEG_2676/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,4,0,0,0,0,0,0,0,0,0
MEG_2734/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,2,0,0,0,1,0,0,0,46,0
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,92,29,43,144,79,43,43,125,44,48
MEG_7869/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC3,0,2,0,0,0,0,0,0,0,0
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,156,292,204,384,224,198,0,0,0,337
MEG_7973/Drugs/Mycobacterium_tuberculosis-specific_Drug/Cycloserine-resistant_mutant/ALR/RequiresSNPConfirmation,0,0,0,0,0,14,0,0,0,0
MEG_6565/Drugs/betalactams/Class_C_betalactamases/SRT,2,0,0,0,0,0,0,0,0,0
MEG_5345/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,15,0,0,21,0,0,0,0,0,0
MEG_7608/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,67,19,0,0,0,0,0,0,0
MEG_6659/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3987/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,442,475,460,417,441,507,321,647,445,501
MEG_7622/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATB,0,0,0,0,0,32,0,0,18,26
MEG_3749/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,67,28,0,40,34,81,0,28,128,0
MEG_1644/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/CEOB,0,0,32,0,0,0,0,0,0,0
MEG_6846/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_1748/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/CMER,0,0,0,0,0,0,0,0,10,0
MEG_3874/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,8,0,0,4,0,4,6,0
MEG_7829/Metals/Copper_resistance/Copper_resistance_regulator/YFMP,0,0,0,0,0,0,0,0,42,0
MEG_6100/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,585,361,419,525,632,574,411,566,713,764
MEG_3422/Drugs/betalactams/Class_B_betalactamases/IND,0,0,0,0,0,0,0,0,0,34
MEG_1045/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,27,46,8,0,4,3,16,6,1,52
MEG_3594/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LMRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,36,0,0
MEG_2073/Metals/Copper_resistance/Copper_resistance_regulator/COPR,0,0,4,0,0,0,0,0,0,0
MEG_6879/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,2,0,0
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,250,192,149,233,253,230,146,212,257,327
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,275,147,124,226,188,267,0,237,148,356
MEG_6098/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,167,204,106,209,207,158,121,107,160,183
MEG_2846/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,29,54,6,52,41,39,21,14,39,38
MEG_7987/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,0,0,0,8,0,0,0,0
MEG_6536/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/SMTA,0,2,0,0,0,0,0,0,0,0
MEG_7489/Drugs/Glycopeptides/VanA-type_regulator/VANSA,0,0,0,5,0,0,0,0,0,0
MEG_3516/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNO,0,6,0,0,0,10,0,0,42,0
MEG_6728/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,6
MEG_3946/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,48,0,0,0,0,0,0,0,92,0
MEG_3283/Metals/Nickel_resistance/Nickel_resistance_protein/HUPE,0,0,0,0,0,0,0,0,8,0
MEG_8446/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,68,0
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,137,42,98,0,0,0,0,0,118
MEG_7341/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,0,0,0,4,0,0,0,0,0,0
MEG_3737/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,5,0,8,0,0,0,0,18,0
MEG_6551/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS,2,0,0,0,0,0,0,0,0,0
MEG_1213/Drugs/Bacitracin/Bacitracin_ABC_transporter/BCRA,0,0,0,0,0,0,0,0,0,32
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,219,176,166,157,162,180,130,219,196,226
MEG_1058/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,9,22,4,3,6,2,0,1,2,15
MEG_7477/Drugs/Glycopeptides/VanD-type_regulator/VANRD,0,0,0,0,0,0,0,0,14,0
MEG_2442/Metals/Copper_resistance/Copper_resistance_regulator/CUER,0,0,0,0,0,0,0,0,0,10
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,90,96,29,112,44,23,23,33,44,118
MEG_941/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,2,0,0,0,0,0,0,0,0,0
MEG_6736/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6795/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,2
MEG_8447/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,48,0,32,30,48,44,34,68,63,0
MEG_4177/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,1,0,0,0,0,0,0,0,0,0
MEG_6911/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_2714/Biocides/Quaternary_Ammonium_Compounds_(QACs)_resistance/QAC_efflux_pump/EMEA,130,78,66,0,88,96,66,0,0,104
MEG_7533/Drugs/Glycopeptides/VanL-type_resistance_protein/VANTML,0,0,0,0,0,0,0,0,0,26
MEG_2732/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,5,2,0,0,0,0,0,0,0,0
MEG_2464/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/CZCB,0,0,0,0,0,0,0,4,0,0
MEG_2022/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,0,0,16,24
MEG_6520/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDB,36,0,0,0,20,0,0,36,72,0
MEG_7019/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,8,20,0,10,0,8,0,0,0,12
MEG_256/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,6,0,0,18,0,0,0,0
MEG_3830/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFE,0,0,0,72,0,0,0,0,0,0
MEG_7595/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,0,0,0,27,0,0,0,0,0,0
MEG_7044/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,335,246,177,202,295,287,175,239,255,376
MEG_7866/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,14,12,0,0,0,0,0,0,0,0
MEG_6130/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,53,59,68,69,62,52,42,34,249,51
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,383,399,310,511,469,459,345,354,462,697
MEG_6169/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,0,6,0,0,0,0
MEG_1179/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,0,0,0,0,36,0,0,0,0
MEG_4103/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,7,0,0,0,0,0,0,0,0,0
MEG_3442/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/KAMB,36,0,0,0,0,0,0,0,0,0
MEG_3068/Drugs/Fusidic_acid/Ribosomal_zinc-binding_protein/FUSC,0,0,0,0,24,0,10,0,52,18
MEG_1143/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSA,102,45,0,0,85,0,0,0,28,145
MEG_6721/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
