gene_accession,CRA02e_t2_M_BC,CRA01u_t2_M_BC,CRA05e_t2_M_QC,CRA01e_t2_M_BC,CRA04u_t2_M_QC,CRA03u_t2_M_BC,CRA03e_t2_M_BC,CRA02u_t2_M_BC,CRA04e_t2_M_QC,CRA05u_t2_M_QC
MEG_6744/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_3132/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/GESA,0,0,0,0,8,0,0,0,0,0
MEG_6999/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET45,0,0,0,0,0,0,0,0,54,0
MEG_4294/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/OPMH,0,0,0,0,0,0,0,33,27,0
MEG_1210/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,8,0,0,10,13,0,9,36
MEG_8071/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRE,0,0,14,0,0,0,0,0,54,0
MEG_6114/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,211,191,325,169,208,296,149,283,252,389
MEG_2726/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRBSM,0,0,0,0,0,32,0,0,28,0
MEG_6162/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,4,0,0,0,0,0,6,0,0
MEG_410/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,62,0,0,0,0,69,0,43,87
MEG_7323/Metals/Tungsten_Resistance/Tungsten_ABC_efflux_pumps/TUPA,0,0,0,0,0,0,0,0,14,0
MEG_1148/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,15,0,2,0,0,45,32,0,0,59
MEG_2835/Drugs/MLS/23S_rRNA_methyltransferases/ERMG,28,0,0,0,0,0,0,0,0,0
MEG_7861/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,0,0,0,0,0,0,7,0,0,9
MEG_4364/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,8,0,0,0
MEG_6727/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_8455/Drugs/betalactams/Penicillin_binding_protein/PBP1/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,48,0
MEG_6613/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,2,0,0
MEG_6181/Drugs/betalactams/Class_B_betalactamases/SFB,8,0,0,0,0,0,0,0,0,0
MEG_4890/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,12,0,0,0
MEG_3253/Biocides/Acid_resistance/Acid_resistance_protein/HDEA,0,0,0,0,0,0,12,0,0,7
MEG_2028/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,0,0,30,0
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,32,0,0,0,0,25,0,31,30,30
MEG_6953/Drugs/betalactams/Class_A_betalactamases/TER,0,0,0,0,0,36,0,0,0,0
MEG_3442/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/KAMB,0,0,0,0,0,0,0,0,22,0
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,40,0,34,9,0,64,44,0,42,56
MEG_6099/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,81,71,98,58,64,136,85,83,80,189
MEG_1125/Drugs/Rifampin/Rifampin_ADP-ribosyltransferase_Arr/ARR,0,0,0,0,0,0,0,0,0,2
MEG_4203/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,0,14,4,0,0,15,0,18,36
MEG_8069/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,24,0,0,12,0,0,10,0
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,42,16,13,0,0,27,0,29,0,34
MEG_415/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRS,0,0,0,0,0,0,9,0,22,14
MEG_77/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,8,0,0,0,0,0,0,0
MEG_374/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,0,0,0,0,6,0,0,0
MEG_3641/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/LSA,0,118,144,0,0,118,0,0,180,178
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,47,0,51,0,20,33,42,58
MEG_3020/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSE,0,0,18,0,0,6,0,0,0,0
MEG_1191/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,22,42,37,0,0,65,18,0,30,62
MEG_7009/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET56,0,0,0,0,0,0,0,0,36,0
MEG_4091/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/MUPB,0,0,88,0,0,0,0,0,118,164
MEG_6119/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,247,0,207,127,119,0,110,168,310,198
MEG_1550/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CAT,0,0,0,0,0,0,0,0,14,0
MEG_6569/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,0,0,4,0
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,72,67,20,44,12,50,40,210,14,33
MEG_3648/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAE,0,14,0,0,0,0,0,0,18,0
MEG_3901/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXB,0,0,0,0,0,0,19,0,28,50
MEG_6880/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_1783/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/CMX,0,0,0,0,0,0,0,0,0,2
MEG_2714/Biocides/Quaternary_Ammonium_Compounds_(QACs)_resistance/QAC_efflux_pump/EMEA,150,0,96,88,122,94,0,134,82,200
MEG_2677/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,0,6
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,21,60,22,30,0,24,16,25,54,0
MEG_7667/Drugs/betalactams/Class_A_betalactamases/VEB,0,0,0,0,0,0,0,23,0,0
MEG_8083/Drugs/MLS/23S_rRNA_methyltransferases/ERM52,0,0,0,0,0,0,0,0,16,0
MEG_3649/Drugs/betalactams/Class_A_betalactamases/LUS,0,0,0,0,0,66,0,0,0,20
MEG_5416/Metals/Copper_resistance/Copper_resistance_protein/PCOA,0,0,0,8,0,0,10,0,0,0
MEG_1702/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CHR,0,0,0,0,0,0,10,0,0,0
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,1,0,0,29,10,0,15,4
MEG_2729/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,0,11,0,14,0,8,34,0,24,70
MEG_4069/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,0,0,44,0
MEG_3218/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,52,0
MEG_677/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADEA,0,0,0,0,0,0,28,0,24,0
MEG_5379/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,30,36,28,27,0,29,0,48,0,45
MEG_406/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,18,0,0,0,41,48,0,39,89
MEG_7473/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,0,24,0,0,0,0,0,0,34
MEG_3280/Drugs/betalactams/Class_A_betalactamases/HUGA,0,0,0,0,24,0,0,0,38,0
MEG_7217/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,38,34,40,32,12,37,30,108,28,66
MEG_2671/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,25,18
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,18,0,0,0,0,0,54,0
MEG_316/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,22,0,0,0,0,0,26,0
MEG_1027/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,0,0,0,0,6
MEG_4078/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/MTRAD,0,0,0,0,0,0,0,0,0,22
MEG_6513/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITA,0,0,0,0,0,0,9,0,23,34
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,50,74,77,70,0,67,129,104,111,198
MEG_5356/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,136,0,0,0,0
MEG_1209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,6,2,0,16,10,0,10,18
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,209,91,185,58,112,88,112,94,66,233
MEG_4748/Drugs/betalactams/Class_D_betalactamases/OXA,104,76,0,0,0,136,70,94,120,0
MEG_6893/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,4,0
MEG_2786/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,9,0,0,0,0,0,0
MEG_3606/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,10,0,6,0
MEG_4094/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,0,60,34,46,0,72,0,68
MEG_2655/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,0,0,0,0,0,0,6,0
MEG_3972/Drugs/betalactams/Class_C_betalactamases/MIR,0,0,0,0,0,0,0,0,2,0
MEG_1206/Drugs/betalactams/Class_B_betalactamases/BCII,0,0,0,0,0,0,0,0,18,0
MEG_5362/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,21,0,14,0,19,0,0,39,0
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,143,189,27,0,40,274,472,213,147,183
MEG_7689/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGAD,0,0,78,0,0,0,0,0,64,0
MEG_3535/Drugs/betalactams/Class_A_betalactamases/LAP,0,0,0,0,0,0,0,0,0,10
MEG_2891/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FBPC,24,0,0,0,0,0,0,0,0,0
MEG_8258/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRF,192,70,118,70,0,122,0,164,70,108
MEG_990/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,54,28,40,20,24,34,0,42,66,0
MEG_2147/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,2
MEG_1303/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,46,0,0,0,0
MEG_2892/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FBPC,0,0,0,16,0,36,0,0,0,0
MEG_2670/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/DRRA,0,0,0,0,0,14,0,0,0,0
MEG_4122/Metals/Multi-metal_resistance/Multi-metal_MFS_efflux_regulator/NCRB,0,0,16,0,20,0,0,0,0,0
MEG_7592/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,0,0,0,0,0,0,0,0,16,0
MEG_6798/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4059/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MREA,0,0,12,4,24,6,6,0,0,20
MEG_3291/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,0,0,11,4,4,0,22,0,5,11
MEG_3176/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,86,0,0,114,92
MEG_6944/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_6973/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET33,0,2,0,0,0,0,0,0,0,0
MEG_6524/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,0,4,0
MEG_3203/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,324,256,387,280,248,406,247,402,325,487
MEG_6877/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,2,0,4,0
MEG_4036/Drugs/MLS/Macrolide_phosphotransferases/MPHC,0,0,16,0,10,0,0,0,0,0
MEG_7595/Drugs/Glycopeptides/VanA-type_accessory_protein/VANYA,15,0,0,0,0,0,0,0,26,0
MEG_1007/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,10,0,0,0,0,0,12,0
MEG_4168/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,0,0,0,0,0,0,15,4,14,33
MEG_7148/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,62,22,16,15,5,30,23,119,4,17
MEG_6806/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_6519/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDA,0,34,0,21,78,86,74,47,117,217
MEG_3842/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,14,4,0,0,32
MEG_2083/Metals/Copper_resistance/Copper_resistance_regulator/COPZ,28,0,0,12,0,0,0,0,0,0
MEG_3985/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,476,276,570,265,454,483,271,461,455,922
MEG_7279/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/TROB,40,0,62,0,0,0,0,0,48,64
MEG_6824/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2686/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,1,0,0,0
MEG_6670/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_2824/Drugs/MLS/23S_rRNA_methyltransferases/ERMD,0,0,0,0,0,0,0,0,16,54
MEG_1119/Drugs/Multi-drug_resistance/MDR_regulator/ARLS,0,0,60,0,0,0,50,0,38,104
MEG_6571/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,0,0,2,0
MEG_3603/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,10,0,8,0,0,0,0,0,10,0
MEG_6551/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS,0,0,0,2,0,0,2,0,0,11
MEG_7002/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET49,0,0,0,0,0,0,0,0,30,0
MEG_8073/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,48,0,0,46,0,0,96,0
MEG_7055/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETBP,0,0,0,0,0,0,0,0,78,144
MEG_3778/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,40,0
MEG_2898/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,106,54,36,90,64,70,59,136,42,152
MEG_4074/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRD,0,0,0,0,0,0,0,0,34,0
MEG_3786/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,38,0
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,171,53,4,12,27,181,22,24,16,29
MEG_7025/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,32,26,0,22,0,57,31,37
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,0,0,0,0,2,0
MEG_2725/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,18,16,0,0,0,53,30,0,40,59
MEG_4359/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,14
MEG_327/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,0,6,0
MEG_6887/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_3749/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,39,32,62,39,0,103,89,0,97,218
MEG_1170/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSP,0,0,0,42,12,0,0,0,42,64
MEG_1117/Drugs/Multi-drug_resistance/MDR_regulator/ARLR,0,0,0,0,0,0,0,0,14,0
MEG_4207/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,0,0,0,0,14,0
MEG_3765/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTP,0,0,0,12,0,0,24,0,20,34
MEG_8680/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRS/RequiresSNPConfirmation,2006,1292,1671,1008,1047,2463,982,3388,1357,2741
MEG_8232/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LPTD,32,33,20,0,0,135,51,0,23,80
MEG_7985/Drugs/betalactams/Class_B_betalactamases/BLAB,0,0,8,0,0,0,0,0,0,10
MEG_1002/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,20,0,0,0,0,0,0,0,24,0
MEG_7019/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,6,0,6,8,0,8,0,14,4,16
MEG_2785/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,0,17,0,0,0,0,0,0
MEG_3647/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAC,108,0,86,0,96,0,154,138,138,0
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,0,16,16,20,16,0,26,0,34,0
MEG_4056/Drugs/Cationic_antimicrobial_peptides/Defensin-resistant_mprF/MPRF,0,0,70,0,0,0,0,0,46,0
MEG_2423/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,10
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,22,16,26,0,0,28,0,28,0,28
MEG_5409/Drugs/betalactams/Penicillin_binding_protein/PBP4B,0,0,0,0,0,0,0,0,19,39
MEG_2116/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,6,5,8,0,10,37,4,47,48
MEG_3982/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,680,444,731,360,604,828,406,967,692,1512
MEG_3591/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,0,14,0,0,0,50,0,0,36,0
MEG_7553/Drugs/Glycopeptides/VanA-type_resistance_protein/VANXA,6,0,0,0,0,0,0,0,0,0
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,44,0,68,28,0,70,0,52,46,92
MEG_6550/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/SOXRB,0,0,2,0,0,0,0,0,6,8
MEG_7865/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,0,11,0,0,0,14,0,10,25
MEG_2998/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,10,0,48,0,0,0,0
MEG_6884/Drugs/betalactams/Class_A_betalactamases/TEM,2,2,0,0,0,0,4,0,0,0
MEG_4027/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,24,0,0,0,0,0,0,0
MEG_1491/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/CARA,0,102,164,0,146,186,104,146,130,276
MEG_7408/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,20,0,0,0,0,6,0,0,0,0
MEG_6523/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,0,0,72
MEG_7444/Drugs/Glycopeptides/VanL-type_resistance_protein/VANL,0,0,0,0,0,0,0,0,12,0
MEG_486/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,2,0,0,0,0,0,0,0
MEG_3141/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,7,6,0,0,10,0,10,14
MEG_1637/Drugs/betalactams/Class_A_betalactamases/CBLA,0,0,0,0,0,0,0,0,42,0
MEG_3206/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,308,322,597,212,469,564,324,574,470,1009
MEG_1004/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT9,0,0,88,0,64,0,0,0,86,0
MEG_7254/Drugs/betalactams/Class_A_betalactamases/TLA,0,0,0,0,0,0,0,0,12,0
MEG_1216/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,10,16,0,20,22,12,30,16,48
MEG_794/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,2,0,0
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,134,0,149,189,76,147,122,307
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,4,0,0,0,0,0,0,18,17
MEG_3946/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,0,0,39,0,0,42,36,0,90,100
MEG_7837/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_protein/YJCG,42,53,23,32,16,116,129,22,69,179
MEG_954/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_8038/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,0,0,2
MEG_2473/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CZCR,0,0,40,0,0,0,0,0,0,0
MEG_4336/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,18
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,43,38,13,39,11,18,12,112,4,33
MEG_7868/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,0,2,1,4,0,0,0,0,7,10
MEG_3178/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,6,0,18,30
MEG_4282/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,0,3,7,0,4,11
MEG_6106/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1231,620,804,451,343,1143,198,1981,525,765
MEG_6590/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,2,0,0
MEG_6915/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_1728/Drugs/Multi-drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CLBC,0,0,0,0,0,0,0,0,40,0
MEG_721/Drugs/betalactams/Class_B_betalactamases/ALI,0,0,0,0,0,0,0,0,20,0
MEG_7320/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,26,15,168,25,40,55,37,51,69,149
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,157,166,227,0,235,266,124,226,254,465
MEG_3790/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,62,0
MEG_6948/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7690/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/VGAE,0,0,0,0,0,0,0,0,44,0
MEG_5358/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,53
MEG_3661/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARA,0,0,0,0,0,0,2,0,0,1
MEG_4576/Drugs/betalactams/Class_D_betalactamases/OXA,16,0,0,0,0,0,0,0,0,0
MEG_5819/Drugs/Fosfomycin/Fosfomycin_target_mutation/PTSL/RequiresSNPConfirmation,281,172,204,213,187,389,250,281,217,422
MEG_3234/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,16,21,0,0,41,26,0,23,81
MEG_1800/Drugs/betalactams/Class_C_betalactamases/CMY,4,0,0,0,0,0,0,0,0,0
MEG_6756/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_8645/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,72,0,0,0,0,0,96,0
MEG_8671/Drugs/MLS/Macrolide-resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,431,158,269,197,196,275,137,241,295,409
MEG_2137/Drugs/betalactams/Class_A_betalactamases/CSP,0,0,0,0,0,64,0,0,52,74
MEG_6795/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,2,0,0
MEG_4345/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,10,0,0,0,20,0,0,20
