gene_accession,CAS05u_t2_M_AB,CAS04e_t2_M_AB,CAS01e_t2_M_AB,CAS03u_t2_M_AB,CAS02e_t2_M_AB,CAS04u_t2_M_AB,CAS03e_t2_M_AB,CAS05e_t2_M_AB,CAS01u_t2_M_AB,CAS02u_t2_M_AB
MEG_2944/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,14,0,24,17,0,0
MEG_7106/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,10,18,9,13,12,19,4,12,16,7
MEG_6960/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERW,0,0,0,0,0,0,0,0,0,1
MEG_6637/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,13,10,20,11,23,10,16,24,25,12
MEG_2824/Drugs/MLS/23S_rRNA_methyltransferases/ERMD,0,0,0,0,0,0,0,0,58,0
MEG_1743/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMED,0,0,0,0,54,0,0,0,46,0
MEG_5328/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,126,160,110,93,120,0,169,122,196,250
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,49,62,24,6,121,35,18,31,19
MEG_6945/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_1164/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,2,0,0,0,14,0,23,15,0,0
MEG_6097/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,214,285,239,262,238,275,379,269,352,275
MEG_6276/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,4,0,0
MEG_1644/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/CEOB,0,0,18,0,0,0,0,0,0,0
MEG_8447/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,32,0,52,0,0,41,55,23,49,52
MEG_479/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,2,0,0
MEG_3254/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,0,0,0,3,0,0,7,0,0,0
MEG_8243/Drugs/MLS/MLS_resistance_MFS_efflux_pumps/MEFD,0,0,24,0,0,0,0,0,0,0
MEG_2786/Drugs/MLS/23S_rRNA_methyltransferases/ERMA,0,0,8,0,0,0,0,0,12,0
MEG_6135/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,52,47,51,46,61,100,200,61,63,0
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,0,0,0,38,0,0,0,0,0
MEG_2144/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,6,0,0,2,9,0,8,0
MEG_2121/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,11,0,0,0,27,0,65,62,30,0
MEG_6528/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,26,0,0,0,0,0
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,27,0,0,0,19,0,0,0,0,0
MEG_1001/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,34,18,0,7,0,0,0,25,61,37
MEG_7250/Drugs/Mycobacterium_tuberculosis-specific_Drug/Para-aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,111,71,69,128,179,159,103,161,134,165
MEG_2120/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,2,0,0,10,0,23,34,0,0
MEG_7606/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,0,12,0,18,20,0,0,0,20,0
MEG_2946/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,253,321,180,234,276,265,270,196,235,288
MEG_1190/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,0,2,0,0,9,0,11,32,0,0
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,210,141,167,232,263,310,199,246,308,198
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,44,73,34,36,66,266,93,51,54
MEG_8251/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1074,1532,1111,995,2025,2414,2046,1825,1651,1776
MEG_5368/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,128,128,107,130,97,0,165,93,140,123
MEG_7/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,5521,4795,3416,5174,6154,6549,5649,5577,6782,5833
MEG_4344/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,24,17,0,0
MEG_5273/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,10,0,0,0,0,0,16,0
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,4,0
MEG_4160/Metals/Chromium_resistance/Chromium_resistance_protein/NFSA,4,0,0,0,0,0,40,6,0,0
MEG_2682/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,2,0,0,0,0,0
MEG_4065/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,0,0,58,0
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,0,0,0,0,0,0,0,12,6
MEG_396/Metals/Iron_resistance/Iron_resistance_protein/ACN,928,571,952,1142,1354,1340,922,1451,1329,1272
MEG_2020/Metals/Copper_resistance/Copper_resistance_protein/COPA,16,32,37,0,39,54,175,129,50,34
MEG_2765/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,0,0,30,8
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,42,47,0,40,29,0,39
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,3,0,0,2,0,0,18,10,0,0
MEG_2716/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/EMHB,0,0,0,0,60,0,0,77,0,0
MEG_6515/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITC,2,3,0,0,0,0,6,18,0,0
MEG_2780/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,24,0,14,0,20,0,22,0
MEG_6690/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,4,0
MEG_995/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,50,19,0,16,0,0,0,18,68,68
MEG_4031/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,0,0,0,0,0,0,0,0,82
MEG_3/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1206,853,738,1188,1102,1244,999,1257,1467,1143
MEG_1955/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,1,0,0
MEG_6927/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_5360/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,119,0,150,159,164,141,181,166
MEG_6141/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/RPOS,6,22,40,38,30,21,184,152,39,10
MEG_6543/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,2,2,0,2,0,9,8,2,0
MEG_7026/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,0,0,0,0,0,0,0,4,0
MEG_3801/Drugs/betalactams/Penicillin_binding_protein/MECD,0,0,0,0,0,0,0,0,62,0
MEG_279/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,38,0,0,0,0,0
MEG_7577/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,13,0,0,0,0,0,0,0,0,0
MEG_3589/Drugs/Lipopeptides/Daptomycin-resistant_mutant/LIAFSR/RequiresSNPConfirmation,96,0,98,0,0,100,0,0,144,0
MEG_3536/Drugs/betalactams/Class_A_betalactamases/LAP,0,8,0,0,0,0,0,0,0,0
MEG_3242/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,421,624,397,544,579,498,623,550,544,661
MEG_7841/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YODB,2,2,0,0,4,0,3,3,0,0
MEG_7624/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATD,0,0,0,0,0,0,10,0,0,0
MEG_502/Metals/Tellurium_resistance/Tellurium_resistance_protein/ACTP1,0,0,0,0,0,0,0,16,0,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,27,18,46,0,24,49,146,76,37,0
MEG_999/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,0,6,0,14,0
MEG_6093/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1476,995,1346,1520,1878,2166,1350,2207,2057,1686
MEG_7314/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,32,35,38,26,107,77,49,91,84,58
MEG_3296/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES/RequiresSNPConfirmation,269,239,190,187,241,287,276,287,459,354
MEG_4110/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/NALD/RequiresSNPConfirmation,0,0,0,18,0,0,0,0,0,0
MEG_8154/Drugs/Spiropyrimidinetriones/Zoliflodacin-resistant_DNA_topoisomerases/GYRBZ/RequiresSNPConfirmation,225,228,212,205,272,357,232,311,315,331
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,14,0,0,2,0,0,31,35,0,0
MEG_5371/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,146,116,72,78,0,184,162,148,186,92
MEG_7219/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,6,0,7,4,0,11,0,2
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,45,0,0,0,0,0,62,0,0,0
MEG_6632/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,19,7,9,9,8,7,31,22,18,12
MEG_408/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRE,24,16,0,0,0,0,22,16,0,0
MEG_1578/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,8,0,0,12,0
MEG_3744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,28,0,0,0,0,34,80,53,64,0
MEG_6664/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,2,0
MEG_1175/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSRM,0,0,6,12,0,0,0,12,0,6
MEG_2434/Drugs/betalactams/Class_A_betalactamases/CTX,424,828,386,448,651,629,765,501,629,574
MEG_6103/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,234,150,107,0,225,149,168,151,264,197
MEG_3374/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,24,0,10,0
MEG_3141/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,3,4,0,0,11,0,12,28,0,0
MEG_6952/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,58,14,35,32,28,52,19,44,30,47
MEG_3746/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,0,29,0,0,28,0,96,89,0,0
MEG_2684/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,4,0,3,0,0,0,0,0,0
MEG_7465/Drugs/Glycopeptides/VanB-type_regulator/VANRB,0,0,0,0,0,0,0,0,32,0
MEG_327/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,6,0,0,0,0
MEG_2897/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECE,0,0,0,0,0,0,0,18,0,0
MEG_2092/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORD,0,0,0,3,1,0,13,3,0,0
MEG_8062/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,0,26,16
MEG_7173/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,16,14,6,16,18,14,16,16,24,20
MEG_6846/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_1231/Metals/Copper_resistance/Copper_resistance_regulator/BHSA,0,0,0,0,29,0,12,30,0,0
MEG_8272/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMK,0,0,0,0,20,0,0,0,0,14
MEG_1563/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,4,0,0,0,0,0,0,0,0
MEG_5388/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,100,56,106,0,96,77,54,94,93
MEG_6139/Drugs/Lipopeptides/Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,2373,2589,1574,2263,2550,2257,2901,2266,2840,2666
MEG_2719/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_regulator/EMHR,0,0,4,0,0,0,0,0,0,0
MEG_4009/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,0,18,0,0,23,0,36,21,0,32
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,36,0,0,80,76,0
MEG_6514/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,0,16,28,0,10,18,25,42,16,32
MEG_4174/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,0,22,12,0,0
MEG_7812/Metals/Iron_resistance/Iron_resistance_protein/YBTQ,0,0,0,0,0,0,28,40,0,0
MEG_2115/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,26,50,47,8,31,57,142,187,75,0
MEG_7511/Drugs/Glycopeptides/VanE-type_regulator/VANSE,0,0,0,0,0,0,0,0,38,0
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,17,0,0,0,24,42,42,0
MEG_7321/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,326,185,139,255,191,227,216,207,216,225
MEG_7515/Drugs/Glycopeptides/VanM-type_regulator/VANSM,0,0,0,0,0,0,48,0,0,0
MEG_7144/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,26,14,0,19,21,13,15,21,15,23
MEG_3196/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,48,51,69,0,0,90,89,132,72
MEG_3227/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,17,0,0,0,0,36,0,0,0
MEG_3220/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,22,0,0,0,62,39,31,38
MEG_7024/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,16,0,0,0,2,0
MEG_2441/Metals/Copper_resistance/Copper_resistance_protein/CUEP,0,0,0,0,0,0,0,8,0,0
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,40,0,0,0,0,0,0,0,0
MEG_8065/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,8,12,18,0,16,0,0,10,44,6
MEG_7584/Drugs/Glycopeptides/VanC-type_resistance_protein/VANXYC,0,0,0,0,0,0,22,0,76,66
MEG_3992/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,29801,17309,12560,26257,21914,24541,18147,22244,26775,21230
MEG_1582/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,4,0
MEG_890/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,1,0,0,0,0,0,0,0,0
MEG_1628/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,20,0
MEG_7104/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,77,64,44,52,71,103,56,107,84,123
MEG_6833/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_3990/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1667,1066,1379,1682,1751,2109,1355,2061,2182,1992
MEG_4/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4792,3332,2364,4315,4188,4560,3798,4033,5009,4485
MEG_5362/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,34,0,0,0,0,0,0,0,0
MEG_806/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,0,0,0,0,0,0,0
MEG_493/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,11,0,0
MEG_1145/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSB,0,0,0,0,24,0,57,59,0,0
MEG_7634/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATI,0,0,0,0,0,0,8,0,0,14
MEG_6145/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSA/RequiresSNPConfirmation,1572,1052,1149,1646,1668,1913,1279,1664,1921,1445
MEG_3073/Drugs/Fusidic_acid/Fusidic_acid_esterases/FUSF,0,20,40,48,0,0,0,0,0,0
MEG_11/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1485,948,723,1346,1128,1246,873,1092,1539,1200
MEG_6095/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,87,0,0,0,0,86,0,0
MEG_7865/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,8,2,0,0,10,0,9,16,0,0
MEG_6905/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3592/Drugs/MLS/Lincosamide_nucleotidyltransferases/LIN,72,0,0,0,48,0,0,0,48,50
MEG_6161/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,2,0,0,0,0,0,0,0,0
MEG_3079/Biocides/Acid_resistance/Acid_resistance_protein/GADC,26,0,0,0,0,0,49,16,0,0
MEG_6527/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,82,0,0
MEG_7224/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,26,22,10,11,12,16,13,20,12,20
MEG_3142/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,0,0,0,0,0,0,11,21,0,0
MEG_7842/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/YOGI,8,22,0,0,0,0,62,81,0,0
MEG_8142/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLA/RequiresSNPConfirmation,0,56,0,0,0,0,34,0,93,0
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,40,27,30,46,36,23,20,24,19,20
MEG_6454/Drugs/betalactams/Class_A_betalactamases/SHV,0,0,0,0,0,0,0,2,0,0
MEG_8741/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/YAJC,0,0,0,2,0,0,0,4,0,0
MEG_4092/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,26,0
MEG_6915/Drugs/betalactams/Class_A_betalactamases/TEM,0,6,0,0,0,2,0,0,2,0
MEG_6098/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,223,113,87,98,98,122,146,126,158,107
MEG_2671/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,4,0,0
MEG_8153/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,138,86,119,0,152,204,133,0,196,168
MEG_5357/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,56,0,53,0,48,0
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,217,305,184,188,324,357,333,193,356,296
MEG_7820/Biocides/Acid_resistance/Acid_resistance_protein/YDEP,8,0,0,0,0,0,71,4,0,0
MEG_6113/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1975,2676,1489,1972,2342,2095,3037,2030,2205,2441
MEG_6645/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TBTA,0,0,0,0,0,0,44,0,0,0
MEG_7143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,10,15,10,25,29,22,30,15,19
MEG_2991/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,7,0,0
MEG_3245/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,391,369,281,263,430,397,417,327,350,378
MEG_4033/Drugs/MLS/Macrolide_phosphotransferases/MPHB,0,0,0,0,0,0,43,0,0,0
MEG_4122/Metals/Multi-metal_resistance/Multi-metal_MFS_efflux_regulator/NCRB,0,0,0,0,0,0,8,0,0,0
MEG_1466/Biocides/Polyamine_resistance/Spermine/spermidine_acetyltransferase/BLTD,0,0,0,0,0,0,0,0,6,0
MEG_1971/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,2,0,0
MEG_6164/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,10,0,0,0,0,6,0
MEG_8700/Multi-compount/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITABCD,0,120,0,0,115,0,0,120,0,0
MEG_3078/Biocides/Acid_resistance/Acid_resistance_protein/GADB,6,0,0,0,0,0,38,6,0,0
MEG_6832/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_5787/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PITA,8,40,0,9,55,9,145,98,0,0
MEG_2453/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_regulator/CUSS,0,0,0,0,0,0,67,23,0,0
MEG_3202/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,84,0,0,0,66,0,0,0,0,72
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,76,121,90,91,145,153,130,116,148,145
MEG_7304/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,0,0,0,0,32,0,31,0,24,0
MEG_6743/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,2,0
MEG_6629/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,13,16,4,7,8,22,25,20,25,16
MEG_2036/Metals/Copper_resistance/Copper_resistance_protein/COPB,0,0,0,0,0,0,0,0,0,16
MEG_6633/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,10,9,20,8,6,17,14,9,20,21
MEG_3271/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/HNS,22,11,39,2,7,20,126,40,33,0
MEG_2995/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,0,0,0,0,3,0,0
MEG_7864/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/ZRAS,0,0,0,4,0,0,24,36,0,0
MEG_6692/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,2,0
MEG_6049/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RCNB,0,0,0,0,0,0,9,7,0,0
MEG_1148/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,6,8,21,0,0,0,86,21,23,0
MEG_1655/Metals/Chromium_resistance/Chromate_ABC_efflux_pump/CEUE,0,0,0,0,52,0,0,0,0,60
MEG_7196/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_regulator/TETRM/RequiresSNPConfirmation,955,1700,855,1076,1422,1457,1468,1027,1678,1334
MEG_6913/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3436/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/IRLR,0,0,0,0,0,0,0,15,0,0
MEG_7121/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,70,53,37,56,57,88,53,72,58,104
MEG_7521/Drugs/Glycopeptides/VanN-type_regulator/VANSN,0,0,0,0,0,0,0,0,0,38
MEG_3249/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,137,0,100,179,210,155,92,0,128,0
MEG_3988/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1228,702,648,1298,1010,1031,645,1275,1109,1272
MEG_6709/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,32,31,38,0,34,0,0,32,0,27
MEG_3277/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,0,0,0,0,12,0,0,0,0,0
